latitude,longitude,event_date,elevation,slope,aspect,curvature,landslide_type,state,region,source,landslide,provenance,rain_24h,rain_72h,rain_7d,rain_14d,rainfall_intensity
27.1956,88.4167,2014-01-20,1616.0,29.03,59.83,4.1965,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.0,10.1,43.3,120.3,0.099
27.1956,88.4167,2014-07-15,1616.0,29.03,59.83,4.1965,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,22.2,118.8,307.8,456.7,0.187
27.1956,88.4167,2015-12-10,1616.0,29.03,59.83,4.1965,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.1,4.2,24.8,92.5,0.976
27.1956,88.4167,2016-08-05,1616.0,29.03,59.83,4.1965,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,33.8,91.1,635.3,0.358
27.1956,88.4167,2017-02-15,1616.0,29.03,59.83,4.1965,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.9,1.6,6.5,14.7,0.562
27.1956,88.4722,2014-01-20,646.0,26.45,158.67,-3.6554,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.39km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.1,5.4,25.7,0.0
27.1956,88.4722,2014-07-15,646.0,26.45,158.67,-3.6554,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.39km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,19.4,43.0,90.2,164.2,0.451
27.1956,88.4722,2015-12-10,646.0,26.45,158.67,-3.6554,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.39km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.9,0.9,7.8,24.6,0.9
27.1956,88.4722,2016-08-05,646.0,26.45,158.67,-3.6554,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.39km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,3.5,5.6,25.3,443.9,0.625
27.1956,88.4722,2017-02-15,646.0,26.45,158.67,-3.6554,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.39km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.1,4.1,9.0,0.0
27.1956,88.5278,2014-01-20,661.0,32.34,0.0,3.8168,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (8.44km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.1,5.4,25.7,0.0
27.1956,88.5278,2014-07-15,661.0,32.34,0.0,3.8168,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (8.44km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,19.4,43.0,90.2,164.2,0.451
27.1956,88.5278,2015-12-10,661.0,32.34,0.0,3.8168,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (8.44km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.9,0.9,7.8,24.6,0.9
27.1956,88.5278,2016-08-05,661.0,32.34,0.0,3.8168,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (8.44km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,3.5,5.6,25.3,443.9,0.625
27.1956,88.5278,2017-02-15,661.0,32.34,0.0,3.8168,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (8.44km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.1,4.1,9.0,0.0
27.1956,88.5833,2014-01-20,840.0,30.19,4.15,2.9091,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.0,10.1,43.3,120.3,0.099
27.1956,88.5833,2014-07-15,840.0,30.19,4.15,2.9091,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,22.2,118.8,307.8,456.7,0.187
27.1956,88.5833,2015-12-10,840.0,30.19,4.15,2.9091,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.1,4.2,24.8,92.5,0.976
27.1956,88.5833,2016-08-05,840.0,30.19,4.15,2.9091,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,33.8,91.1,635.3,0.358
27.1956,88.5833,2017-02-15,840.0,30.19,4.15,2.9091,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.9,1.3,5.2,7.0,0.692
27.1956,88.6944,2014-01-20,1078.0,37.71,191.62,-5.5638,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.0,0.1,1.7,0.0
27.1956,88.6944,2014-07-15,1078.0,37.71,191.62,-5.5638,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,29.1,65.9,112.2,244.9,0.442
27.1956,88.6944,2015-12-10,1078.0,37.71,191.62,-5.5638,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.0,2.0,4.3,0.0
27.1956,88.6944,2016-08-05,1078.0,37.71,191.62,-5.5638,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,32.4,66.7,152.9,553.6,0.486
27.1956,88.6944,2017-02-15,1078.0,37.71,191.62,-5.5638,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.7,0.9,2.0,12.0,0.7
27.1956,88.75,2014-01-20,2277.0,31.47,297.5,-2.1043,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.87km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.1,4.4,12.5,31.8,0.023
27.1956,88.75,2014-07-15,2277.0,31.47,297.5,-2.1043,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.87km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,31.3,104.3,218.6,401.5,0.3
27.1956,88.75,2015-12-10,2277.0,31.47,297.5,-2.1043,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.87km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.8,0.8,7.0,25.5,0.8
27.1956,88.75,2016-08-05,2277.0,31.47,297.5,-2.1043,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.87km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,35.6,82.2,197.6,613.3,0.433
27.1956,88.75,2017-02-15,2277.0,31.47,297.5,-2.1043,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.87km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.4,2.3,2.5,6.3,0.174
27.2333,88.25,2014-01-20,1523.0,47.89,118.93,3.3972,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.96km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.5,4.3,13.2,31.3,0.116
27.2333,88.25,2014-07-15,1523.0,47.89,118.93,3.3972,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.96km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,37.6,89.8,190.6,317.7,0.419
27.2333,88.25,2015-12-10,1523.0,47.89,118.93,3.3972,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.96km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,3.1,3.1,12.5,53.3,1.0
27.2333,88.25,2016-08-05,1523.0,47.89,118.93,3.3972,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.96km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,8.3,17.8,57.8,592.5,0.466
27.2333,88.25,2017-02-15,1523.0,47.89,118.93,3.3972,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (6.96km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.7,6.0,56.0,142.0,0.117
27.2333,88.3056,2014-01-20,765.0,43.14,265.85,5.3747,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.1,5.4,25.7,0.0
27.2333,88.3056,2014-07-15,765.0,43.14,265.85,5.3747,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,19.4,43.0,90.2,164.2,0.451
27.2333,88.3056,2015-12-10,765.0,43.14,265.85,5.3747,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.9,0.9,7.8,24.6,0.9
27.2333,88.3056,2016-08-05,765.0,43.14,265.85,5.3747,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,3.5,5.6,25.3,443.9,0.625
27.2333,88.3056,2017-02-15,765.0,43.14,265.85,5.3747,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.63km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.2,10.8,36.1,0.0
27.2333,88.3611,2014-01-20,2078.0,50.49,23.53,10.4224,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.88km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.5,4.3,13.2,31.3,0.116
27.2333,88.3611,2014-07-15,2078.0,50.49,23.53,10.4224,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.88km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,37.6,89.8,190.6,317.7,0.419
27.2333,88.3611,2015-12-10,2078.0,50.49,23.53,10.4224,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.88km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,3.1,3.1,12.5,53.3,1.0
27.2333,88.3611,2016-08-05,2078.0,50.49,23.53,10.4224,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.88km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,8.3,17.8,57.8,592.5,0.466
27.2333,88.3611,2017-02-15,2078.0,50.49,23.53,10.4224,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.88km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,2.3,6.8,18.0,0.0
27.2333,88.4167,2014-01-20,1760.0,27.23,117.94,1.8124,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.38km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.0,10.1,43.3,120.3,0.099
27.2333,88.4167,2014-07-15,1760.0,27.23,117.94,1.8124,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.38km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,22.2,118.8,307.8,456.7,0.187
27.2333,88.4167,2015-12-10,1760.0,27.23,117.94,1.8124,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.38km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.1,4.2,24.8,92.5,0.976
27.2333,88.4167,2016-08-05,1760.0,27.23,117.94,1.8124,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.38km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,33.8,91.1,635.3,0.358
27.2333,88.4167,2017-02-15,1760.0,27.23,117.94,1.8124,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (5.38km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,2.3,6.8,18.0,0.0
27.2333,88.4722,2014-01-20,931.0,26.61,161.38,-4.2465,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (9.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.0,10.1,43.3,120.3,0.099
27.2333,88.4722,2014-07-15,931.0,26.61,161.38,-4.2465,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (9.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,22.2,118.8,307.8,456.7,0.187
27.2333,88.4722,2015-12-10,931.0,26.61,161.38,-4.2465,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (9.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.1,4.2,24.8,92.5,0.976
27.2333,88.4722,2016-08-05,931.0,26.61,161.38,-4.2465,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (9.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,33.8,91.1,635.3,0.358
27.2333,88.4722,2017-02-15,931.0,26.61,161.38,-4.2465,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (9.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,3.0,28.9,60.4,0.0
27.2333,88.5278,2014-01-20,964.0,43.52,180.0,-5.7252,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.73km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.0,10.1,43.3,120.3,0.099
27.2333,88.5278,2014-07-15,964.0,43.52,180.0,-5.7252,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.73km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,22.2,118.8,307.8,456.7,0.187
27.2333,88.5278,2015-12-10,964.0,43.52,180.0,-5.7252,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.73km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.1,4.2,24.8,92.5,0.976
27.2333,88.5278,2016-08-05,964.0,43.52,180.0,-5.7252,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.73km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,33.8,91.1,635.3,0.358
27.2333,88.5278,2017-02-15,964.0,43.52,180.0,-5.7252,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.73km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,3.0,28.9,60.4,0.0
27.2333,88.5833,2014-01-20,1578.0,26.03,82.46,-3.1297,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.37km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.0,10.1,43.3,120.3,0.099
27.2333,88.5833,2014-07-15,1578.0,26.03,82.46,-3.1297,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.37km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,22.2,118.8,307.8,456.7,0.187
27.2333,88.5833,2015-12-10,1578.0,26.03,82.46,-3.1297,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.37km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.1,4.2,24.8,92.5,0.976
27.2333,88.5833,2016-08-05,1578.0,26.03,82.46,-3.1297,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.37km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,33.8,91.1,635.3,0.358
27.2333,88.5833,2017-02-15,1578.0,26.03,82.46,-3.1297,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.37km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,1.8,2.9,8.5,0.0
27.2333,88.6389,2014-01-20,1457.0,53.95,350.83,11.0833,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.57km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.0,10.1,43.3,120.3,0.099
27.2333,88.6389,2014-07-15,1457.0,53.95,350.83,11.0833,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.57km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,22.2,118.8,307.8,456.7,0.187
27.2333,88.6389,2015-12-10,1457.0,53.95,350.83,11.0833,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.57km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.1,4.2,24.8,92.5,0.976
27.2333,88.6389,2016-08-05,1457.0,53.95,350.83,11.0833,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.57km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,33.8,91.1,635.3,0.358
27.2333,88.6389,2017-02-15,1457.0,53.95,350.83,11.0833,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.57km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,1.8,2.9,8.5,0.0
27.2333,88.6944,2014-01-20,1404.0,29.62,14.58,2.5445,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.41km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,1.0,10.1,43.3,120.3,0.099
27.2333,88.6944,2014-07-15,1404.0,29.62,14.58,2.5445,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.41km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,22.2,118.8,307.8,456.7,0.187
27.2333,88.6944,2015-12-10,1404.0,29.62,14.58,2.5445,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.41km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,4.1,4.2,24.8,92.5,0.976
27.2333,88.6944,2016-08-05,1404.0,29.62,14.58,2.5445,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.41km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,12.1,33.8,91.1,635.3,0.358
27.2333,88.6944,2017-02-15,1404.0,29.62,14.58,2.5445,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.41km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.1,1.4,1.6,12.8,0.071
27.2333,88.75,2014-01-20,1951.0,40.34,279.45,-4.4442,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.1,4.4,12.5,31.8,0.023
27.2333,88.75,2014-07-15,1951.0,40.34,279.45,-4.4442,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,31.3,104.3,218.6,401.5,0.3
27.2333,88.75,2015-12-10,1951.0,40.34,279.45,-4.4442,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.8,0.8,7.0,25.5,0.8
27.2333,88.75,2016-08-05,1951.0,40.34,279.45,-4.4442,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,35.6,82.2,197.6,613.3,0.433
27.2333,88.75,2017-02-15,1951.0,40.34,279.45,-4.4442,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.19km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,2.3,4.4,13.5,0.0
27.2711,88.25,2014-01-20,737.0,40.17,1.14,-4.3625,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.5,4.3,13.2,31.3,0.116
27.2711,88.25,2014-07-15,737.0,40.17,1.14,-4.3625,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,37.6,89.8,190.6,317.7,0.419
27.2711,88.25,2015-12-10,737.0,40.17,1.14,-4.3625,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,3.1,3.1,12.5,53.3,1.0
27.2711,88.25,2016-08-05,737.0,40.17,1.14,-4.3625,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,8.3,17.8,57.8,592.5,0.466
27.2711,88.25,2017-02-15,737.0,40.17,1.14,-4.3625,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (4.01km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.2,10.8,36.1,0.0
27.2711,88.3056,2014-01-20,1186.0,46.07,312.75,0.6315,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.13km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.5,4.3,13.2,31.3,0.116
27.2711,88.3056,2014-07-15,1186.0,46.07,312.75,0.6315,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.13km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,37.6,89.8,190.6,317.7,0.419
27.2711,88.3056,2015-12-10,1186.0,46.07,312.75,0.6315,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.13km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,3.1,3.1,12.5,53.3,1.0
27.2711,88.3056,2016-08-05,1186.0,46.07,312.75,0.6315,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.13km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,8.3,17.8,57.8,592.5,0.466
27.2711,88.3056,2017-02-15,1186.0,46.07,312.75,0.6315,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.13km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.2,10.8,36.1,0.0
27.2711,88.3611,2018-07-20,2084.0,47.03,61.48,3.2656,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.05km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,11.6,30.1,151.1,390.0,0.385
27.2711,88.3611,2019-01-15,2084.0,47.03,61.48,3.2656,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.05km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.3,0.8,1.8,0.0
27.2711,88.3611,2020-08-10,2084.0,47.03,61.48,3.2656,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.05km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,19.9,109.5,200.1,526.9,0.182
27.2711,88.4167,2018-07-20,688.0,28.41,355.09,-3.8164,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.45km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,7.4,27.2,186.0,441.8,0.272
27.2711,88.4167,2019-01-15,688.0,28.41,355.09,-3.8164,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.45km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.1,1.2,2.0,0.0
27.2711,88.4167,2020-08-10,688.0,28.41,355.09,-3.8164,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (3.45km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,21.1,115.5,208.5,565.5,0.183
27.2711,88.4722,2018-07-20,1499.0,28.28,52.97,-4.3369,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.73km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,8.8,19.2,68.3,344.8,0.458
27.2711,88.4722,2019-01-15,1499.0,28.28,52.97,-4.3369,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.73km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,2.8,9.3,28.3,0.0
27.2711,88.4722,2020-08-10,1499.0,28.28,52.97,-4.3369,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (7.73km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,65.6,199.5,211.8,737.8,0.329
27.2711,88.5278,2018-07-20,1178.0,15.18,0.0,-1.6358,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.65km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,7.7,16.8,66.9,278.4,0.458
27.2711,88.5278,2019-01-15,1178.0,15.18,0.0,-1.6358,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.65km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.4,0.5,2.3,0.0
27.2711,88.5278,2020-08-10,1178.0,15.18,0.0,-1.6358,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.65km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,58.1,177.7,200.8,609.0,0.327
27.2711,88.6389,2018-07-20,1725.0,27.21,203.66,4.3834,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (1.92km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,2.5,18.3,114.9,340.2,0.137
27.2711,88.6389,2019-01-15,1725.0,27.21,203.66,4.3834,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (1.92km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.4,1.7,3.8,0.0
27.2711,88.6389,2020-08-10,1725.0,27.21,203.66,4.3834,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (1.92km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,44.8,153.9,232.1,437.8,0.291
27.2711,88.6944,2018-07-20,1953.0,43.69,43.45,1.2676,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.35km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,2.5,18.3,114.9,340.2,0.137
27.2711,88.6944,2019-01-15,1953.0,43.69,43.45,1.2676,None,Sikkim,Gangtok / Teesta Monitored Domain,"Observational grid (2.35km buffer from nearest event, real DEM & archive rain)",0,no_recorded_landslide_in_inventory,0.0,0.4,1.7,3.8,0.0
